Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,17:52:58,03/09/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,17:53:45,03/09/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,17:55:59,03/09/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,17:58:20,03/09/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,17:59:57,03/09/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,10:27:51,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,10:31:18,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,11:47:27,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,In-person,£14.32,11:53:54,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,In-person,£14.32,11:56:44,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,In-person,£14.32,12:00:07,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,12:28:59,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Delivery,£14.32,12:34:48,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£18.19,13:44:38,03/10/23
Huw Williams,huwwilliams123@gmail.com,Oranges,£1.31,Appetizer - Lobster Phyllo Roll,£8.43,Skewers - Bamboo,£2.3,In-person,£12.04,13:45:03,03/10/23
Huw Williams,huwwilliams123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Delivery,£14.32,14:09:14,03/10/23
Huw Williams,huwwilliams123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,Delivery,£18.19,14:23:02,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Cactus Pads,£4.37,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,Delivery,£18.19,15:11:46,03/10/23
Huw Williams,huwwilliams123@gmail.com,Oranges,£1.31,Wine - Magnotta - Bel Paese White,£2.31,Pasta - Lasagna Noodle Frozen,£4.62,Wine - Red Black Opal Shiraz,£2.59,In-person,£10.83,15:12:13,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Beef - Top Sirloin,£6.1,Bandage - Finger Cots,£8.38,Ecolab - Power Fusion,£1.57,Food Colouring - Pink,£3.87,In-person,£19.92,15:14:57,03/10/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,Tomato Pasta,£6.03,Tomato Gnocchi,£4.11,Delivery,£34.33,14:10:53,03/12/23
Huw Williams,huwwilliams123@gmail.com,Cheesey Chips,£4.5,In-person,£4.5,14:12:08,03/12/23
Thomas Stephens,mrtstephens123@gmail.com,Cheesey Chips,£4.5,In-person,£4.5,14:13:44,03/12/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,In-person,£24.19,12:31:10,03/13/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,In-person,£24.19,12:35:03,03/13/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,In-person,£24.19,12:43:00,03/13/23
Huw Williams,huwwilliams123@gmail.com,Beef Burger,£7.56,Banana Milkshake,£5.12,BBQ Ribs,£4.26,Delivery,£16.94,12:43:44,03/13/23
James Williams,jamesWilliams@gmail.com,Chips,£4.56,Tomato Sauce,£1.31,Chocolate Milkshake,£9.85,Pepsi,£8.6,Delivery,£24.32,12:45:18,03/13/23
James Williams,jamesWilliams@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Peperoni Pizza,£6.87,Tomato Gnocchi,£4.11,Chips,£4.56,In-person,£28.29,13:22:06,03/13/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,Delivery,£24.19,13:23:00,03/13/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,In-person,£24.19,12:36:46,03/16/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,In-person,£24.19,08:56:10,03/17/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Beef Burger,£7.56,In-person,£24.88,12:28:03,03/17/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,Delivery,£24.19,12:10:33,03/20/23
Thomas Stephens,mrtstephens123@gmail.com,BBQ Ribs,£4.26,Tomato Sauce,£1.31,Chips,£4.56,Delivery,£10.13,12:22:03,03/20/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Cheese Pizza,£4.57,Peperoni Pizza,£6.87,Delivery,£24.19,10:37:14,03/24/23
Thomas Stephens,mrtstephens123@gmail.com,Fish And Chips,£4.37,Mushroom Risotto,£8.38,Peperoni Pizza,£6.87,Tomato Pasta,£6.03,Delivery,£25.65,12:17:56,06/21/23
